material_id,formula,band_gap,poly_total,poly_electronic,poly_ionic,n,density,volume
mp-762,PtS2,-0.3612049065385335,-0.19962308371878593,0.22162641649249987,-0.5253847251284256,0.6488813497427546,1.2086289358188433,-0.9964893988407458
mp-1105,BaO2,0.06892574506020671,0.12004995489058855,-0.28570133566128675,0.470307577067694,-0.48322214896963056,0.7223288878646851,-1.1734927918474376
mp-2352,Na2O,-0.15549024707826636,-0.3710419594948273,-0.3048602386882424,-0.2506574648186623,-0.5441815681310666,-1.1006070572392932,-1.2593259210961538
mp-1115,PtSe2,-0.8038031132560777,0.06291032963190811,0.6155334627267087,-0.5284889879567845,1.2846010067120168,2.178532026284969,-0.9393614964662862
mp-1569,Be2C,-0.5918546762364087,0.0073150185694081955,-0.0190094055260636,0.030278321147818855,0.18733146180616667,-1.034140856452855,-1.5009058190323137
mp-28306,MnBr2,-0.32380224118212125,-0.33552273298267465,-0.2749723499661916,-0.22737549360597048,-0.4570966836147293,-0.216348872926297,-0.7518259164897912
mp-2286,Li2Se,0.5302252844559572,-0.35714313172920237,-0.22439284597502854,-0.31119058997166094,-0.30905237993695583,-0.8148443472755976,-1.148962967817775
mp-23209,SrCl2,1.9390590128808165,-0.32419776221068386,-0.3347481274102933,-0.1497689228969978,-0.6399749410990374,-0.7062449281367099,-0.8104740494525907
mp-1285,PtO2,-0.9222448868847163,0.3944231104120003,1.0799452721001144,-0.4989984910873748,1.9029036867780116,4.232930971783198,-1.0205724227645152
mp-241,CdF2,0.4865888415401428,-0.29640010667943395,-0.3408789763789191,-0.10165284905743473,-0.6661004064539389,1.1041649250246481,-1.283595777558941
mp-2251,Li3N,-0.7102964498650473,-0.21043328309204984,-0.09564501763388635,-0.22039090224216287,0.013161692773492292,-1.7370404081420794,-1.2480912615668966
mp-984,BN,1.4715256959256642,-0.5198108937268873,-0.28186955505589556,-0.4982224253802851,-0.4745136605179968,-1.336864733975218,-1.2763310942971537
mp-1266,Na2Se,-0.06198358368723594,-0.3736158164884616,-0.2519816663338447,-0.30808632714330203,-0.3874287760016594,-0.964078648410162,-0.8825591044990925
mp-570538,NaN3,1.1349017077179542,-0.49510186658799843,-0.3776640701906741,-0.3639630580537624,-0.7967277332284447,-1.4344363975282581,-1.0908316233721511
mp-2659,LiN3,0.9478883809358933,-0.24595250960420253,-0.343944400863232,-0.02249414693428255,-0.6748088949055726,-1.4364142015191983,-1.242599863035608
mp-8062,SiC,-0.46717912504836795,-0.22742073925003592,-0.0190094055260636,-0.32360764128509656,0.18733146180616667,-0.6091527322178368,-1.4933391041596036
mp-1778,BeO,2.948930977503945,-0.3900885012477208,-0.31712193662549404,-0.26695484466754654,-0.5877240103892353,-0.7288398403968428,-1.5654290505540625
mp-13150,BN,1.4154216978910454,-0.5084859229548966,-0.269607857118644,-0.4935660311377468,-0.4396797067114619,-1.2744740080792014,-1.5035929744541705
mp-830,GaN,-0.34250357386032737,-0.19653445532642477,-0.0887478125441823,-0.20642171951454782,0.03057866967675977,1.039616594774879,-1.467872710798572
mp-1479,BP,-0.5482182333205945,-0.2835308217112627,0.14805622886898995,-0.5773811275034373,0.5182540229682483,-0.7397477290741482,-1.467675333378338
mp-22925,AgI,-0.46717912504836795,-0.3839112444629986,-0.17074791749955268,-0.40587060623660765,-0.169716564710816,0.6817539393232793,-0.9570939129111907
mp-2646,Mg3Sb2,-1.1840635443796017,0.9061058807464902,0.5787483689149538,0.7799577941964948,1.2323500760022144,-0.14988267213985854,-0.3383297792201058
mp-13033,MgTe,0.12502974309482492,-0.3499363321470264,-0.13396282368779772,-0.3919014235089926,-0.07392319174284509,-0.3200936822692412,-0.9998436162861674
mp-760,FeSe2,-1.0967906585479734,1.1351791531799387,1.4907121529980443,0.20178884241464856,2.3818705516178666,1.740358542110351,-0.6807134065210291
mp-1522,FeS2,-0.7788680030184696,0.6538678953703332,1.058487300709924,-0.08613153491564017,1.8767782214231103,0.42338081796138927,-0.8728715171574584
mp-12779,CdTe,-0.9347124420035203,-0.1203482883148509,0.14192537990036413,-0.32515977269927604,0.5095455345166148,0.7667995109336995,-0.21152102680585844
mp-559798,NiF2,1.6710065778265288,-0.493042780993091,-0.36310330389018775,-0.37560404366010824,-0.7444768025186423,0.2807991302508961,-1.0006528006186914
mp-7991,BN,1.272044814024799,-0.5280472361065169,-0.2902994723877561,-0.5021027539157338,-0.5006391258728978,-1.378338684330687,-1.2604675210597087
mp-1602,SiS2,0.5925630600499773,-0.5537858060428595,-0.3148228682622594,-0.5160719366433488,-0.5790155219376015,-1.5414176134018314,0.2382507930985474
mp-22903,RbI,1.0351612667675216,-0.4678189824554754,-0.34777618146862316,-0.35309813815450625,-0.6835173833572064,-0.49557883637446354,-0.6311762546197698
mp-2815,MoS2,-0.5544520108799965,-0.25830702317364695,0.17334598086457148,-0.5649640761900017,0.5617964652264172,-0.07994033100570748,-0.36218632575627135
mp-1153,Li2S,0.7920439419508425,-0.37876353047573014,-0.25964522754462704,-0.30808632714330203,-0.4048457529049269,-1.5327871959868207,-1.2281881172501607
mp-23295,RbCl,1.695941688064137,-0.46987806805038274,-0.3807294946749869,-0.32283157557800685,-0.8054362216800784,-0.9079210017583198,-0.9372915138733872
mp-1415,CaSe,-0.024580918330823712,-0.11880397411867027,-0.12476655023485898,-0.05276070951078194,-0.05650621483957761,-0.27598265992585175,-1.164204474518452
mp-827,KN3,1.272044814024799,-0.4410508697216791,-0.36616872837450065,-0.2941171444156869,-0.7531852909702761,-1.3508292288203396,-0.27768679909904154
mp-2341,Li3N,-0.5606857884393985,-0.0848290618026981,-0.12783197471917188,0.0015638899854989513,-0.06521470329121154,-1.5170246975135715,-0.9915783803108916
mp-23268,NaI,0.8793168277824708,-0.3303750189954061,-0.30026210196177305,-0.19400466820111217,-0.5267645912277991,-0.3682801795030523,-0.9934928134118794
mp-2469,CdS,-0.666660006949233,-0.2207287110665868,-0.07878518297016536,-0.2529856619399315,0.047995646580027244,0.2336315017396902,-1.1707064567325272
mp-1087,SrS,0.23723773916406157,-0.14969025804228142,-0.199103093979447,-0.02404627834846204,-0.2393844723238859,-0.37211592057639037,-1.1366814401262946
mp-1986,ZnO,-0.9284786644441184,-0.17645837077607765,-0.09487866151280813,-0.16994663128133067,0.013161692773492292,0.7540336851739957,-1.4541330244897195
mp-2667,CsAu,-0.6853613396274392,-0.23514231023093862,-0.1730469858627873,-0.1792594197664074,-0.17842505316244994,1.3949620451471005,-0.8454766695360337
mp-2691,CdSe,-1.0032839951569428,-0.09512448977723519,0.13119639420526905,-0.27626763315262326,0.48342006916171376,0.6676695775696154,-1.093332566958988
mp-23210,MgCl2,2.1821763376974954,-0.4997348091765401,-0.35697245492156193,-0.3919014235089926,-0.7183513371637411,-1.2776504811555593,-0.918993058508797
mp-13031,MgSe,0.26840662696107165,-0.3880294156528134,-0.199103093979447,-0.3833647007310056,-0.2393844723238859,-0.606395793321375,-1.1543209263307834
mp-22916,NaBr,1.2284083711089846,-0.38494078726045233,-0.33934626413676267,-0.23668828209104714,-0.6573919180023049,-0.6388797255362079,-1.1467761373386276
mp-1519,CaTe,-0.3549711289791314,-0.09358017558105457,-0.050430006490270934,-0.09001186345108879,0.11766355419309714,0.04034611171600774,-1.0368720597191186
mp-8041,Rb2S,-0.09938624904364816,-0.420460013772605,-0.31175744377794645,-0.31817518133546846,-0.5703070334859678,-0.8313260472000976,-0.472585711131214
mp-22904,CaCl2,2.0138643435936405,-0.39214758684262824,-0.3454771131053885,-0.24134467633358556,-0.6835173833572064,-1.2477436874743755,0.0891264573426417
mp-23714,SrH2,0.6424332805251937,-0.13064371628938787,-0.242785392880906,0.048903898117972314,-0.36130331064675825,-0.5208108206225164,0.13380238294210656
mp-23713,CaH2,0.5676279498123692,-0.16461862860536006,-0.2144302164010116,-0.031030869712269572,-0.28292691458205477,-1.3351266638013612,-0.24341048377325525
mp-510557,CsN3,1.309447479381211,-0.40038392922225785,-0.360804235526953,-0.23824041350522662,-0.7357683140670086,-0.6174834823614933,0.18106204684304122
mp-841,Li2O2,-0.09315247148424613,-0.29125239269216546,-0.3132901560201029,-0.1218305574417676,-0.5703070334859678,-1.1560455024398846,-1.0160378639476368
mp-568619,SiC,-0.2302955777910908,-0.2207287110665868,-0.012878556557437774,-0.31972731274964794,0.1960399502578006,-0.6070550613183548,-0.6318885288854077
mp-23711,MgH2,0.9416546033764911,-0.19241628413661005,-0.2450844612441407,-0.04189578961152572,-0.37001179909839216,-1.64018794604029,-0.47092637813829213
mp-743,RbN3,1.278278591584201,-0.44362472671531333,-0.3669350844955789,-0.29722140724404583,-0.7531852909702761,-0.9075614010326944,-0.08204012820004888
mp-29145,H3N,1.3780190325346335,-0.6068072601117251,-0.38762669976469094,-0.5222804623000666,-0.8315616870349797,-2.0030850116506462,-0.33364221743204425
mp-32780,AuCl,-0.15549024707826636,-0.5110597799485308,-0.20523394294807284,-0.5626358790687325,-0.25680144922715337,1.5863894980883848,0.6108730825441467
mp-736,Li3P,-0.884842221528304,-0.17336974238371652,-0.028972035100080548,-0.2320318878485088,0.16120599645126565,-1.6329359980735099,-0.5009457018298168
mp-23715,BaH2,0.4678875088619368,-0.15689705762445727,-0.22899098270149792,-0.004644635671218869,-0.32646935684022327,-0.04817560024212557,0.6055924766185837
mp-24972,Fe2O3,-0.3674386840979355,0.2621268609391995,-0.07955153909124357,0.4757400370173221,0.047995646580027244,0.5054896503125348,-0.6263195458654123
mp-23189,BI3,0.34944573523329825,-0.6093811171053594,-0.34317804474215374,-0.5711726018467195,-0.6748088949055726,-0.650566749119035,2.596332732810218
mp-23214,CaCl2,2.0387994538312486,-0.3916328154439014,-0.34471075698431025,-0.24134467633358556,-0.6748088949055726,-1.2383940686081139,0.07592509642237275
mp-29443,PI2,-0.11808758172185427,-0.541946063872142,-0.2650097203921746,-0.5486666963411174,-0.4222627298081944,-0.5121804032075056,1.2056061200771535
mp-22909,ZnCl2,1.2034732608713765,-0.493042780993091,-0.33551448353137153,-0.40354240911533845,-0.6486834295506714,-0.8583560350762778,-0.021714042293022075
mp-352,HfO2,1.1847719281931701,0.20447246428179217,-0.18684139604219538,0.4974698768158344,-0.2132590069689849,3.4647039549386833,-0.268623180840988
mp-19128,CoO,-0.8786084439689021,-0.25676270897746645,-0.11940205738731137,-0.26617877896045683,-0.03908923793631013,0.5507993417413426,-1.2084796165604137
mp-29266,CsS,-0.25523068802869897,-0.4590678686771188,-0.3255518539573546,-0.3624109266395829,-0.6138494757441364,-0.6534435549240389,0.10794423294316784
mp-9252,HgS,-0.267698243147503,-0.12601077370084623,-0.05119636261134915,-0.13812793729065187,0.11766355419309714,1.6830621598273614,-0.007543809367285626
mp-224,WS2,-0.3487373514197294,-0.28147173611635523,0.15342072171653756,-0.5797093246247065,0.5269625114198823,1.4321807202493346,-0.4230959346049479
mp-7140,SiC,0.11256218797602084,-0.21609576847804515,-0.012878556557437774,-0.3127427213858404,0.1960399502578006,-0.6093325325806495,-1.277636281862974
mp-1821,WSe2,-0.4173089045731518,-0.2325684532373044,0.22239277261357807,-0.5758289960892577,0.6575898381943881,2.200048136368225,-0.22555009547779545
mp-568018,RbSb2,-1.1528946565825915,-0.061664348859989844,0.15801885844300698,-0.2529856619399315,0.5356709998715158,0.06318075779322421,0.9050397026424211
mp-2793,AuSe,-1.1591284341419936,-0.17954699916843878,0.2691404959993499,-0.5432342363914893,0.7359662342590916,2.4195843793625667,-0.5646579240269819
mp-22917,CuBr,-0.7040626723056452,-0.16513340000408688,-0.18760775216327366,-0.058969235167499766,-0.2132590069689849,0.5806462019682551,-0.7600596334223846
mp-471,CdAs2,-1.227699987295416,0.3841276824374631,0.6086362576370046,-0.03723939536898739,1.2758925182603829,0.7820226083185106,-0.0803208100425174
mp-9254,Al2Te5,-0.672893784508635,0.19778043609834314,0.1350281748106601,0.16143342564598265,0.4921285576133473,0.16189115697741177,0.9384811171317772
mp-558071,RbS,-0.2614644655881009,-0.48635075280964196,-0.3378135518946062,-0.39112535780190283,-0.6573919180023049,-0.987752362847171,-0.1301411609578356
mp-602,Te2Mo,-0.7165302274244493,0.024302474727394285,0.535832426134573,-0.5059830824511824,1.1626821683891446,1.6432064127372066,0.019482783408306007
mp-556520,CoF2,0.5925630600499773,-0.4395065555254985,-0.3554397426794054,-0.302653867193674,-0.7096428487121074,0.1473273275895807,-0.9632162837905264
mp-8882,GaP,-0.5108155679641823,-0.11674488852376293,0.23771989503514257,-0.4167355261358638,0.6837153035492896,-0.10589151670501089,-0.8526029694295822
mp-8884,ZnTe,-0.6354911191522228,-0.16770725699772118,0.11586927178370442,-0.3701715837104802,0.45729460380681236,0.7325175750907393,-0.4922252485984479
mp-22888,CaBr2,1.5026945837226742,-0.3669237883050125,-0.31558922438333764,-0.2335840192626883,-0.5790155219376015,-0.575290330554773,0.4035867124083282
mp-1634,MoSe2,-0.4360102372513579,-0.15689705762445727,0.26147693478856765,-0.501326688208644,0.7185492573558241,0.902668651765851,-0.18800779525692696
mp-556911,FeF2,0.6985372785598121,-0.41840092817769764,-0.3700005089798918,-0.25608992476829034,-0.7706022678735436,-0.08167840117956353,-0.9188631061880131
mp-1873,ZnF2,0.8481479399854607,-0.3416999897673968,-0.3592715232847966,-0.15132105431117723,-0.7270598256153749,0.2917070189282012,-0.9546204255051614
mp-8880,AlP,-0.09938624904364816,-0.2191843968704063,0.07371968512440198,-0.40509454052951793,0.37020971929047497,-1.1267380433014098,-0.8521611682873129
mp-380,ZnSe,-0.5731533435582026,-0.22536165365512847,-0.005214995346655527,-0.33447256118435276,0.21345692716106807,0.521372015694326,-0.7354358463202012
mp-28248,CdI2,0.15619863089183525,-0.2335979960347581,-0.20523394294807284,-0.14433646294736968,-0.25680144922715337,0.47666165880822753,0.7978580479014725
mp-8881,AlAs,-0.267698243147503,-0.16616294280154056,0.17257962474349325,-0.4252722489138508,0.5617964652264172,-0.35707262355439207,-0.7411915728055439
mp-1591,Al4C3,-0.49834801284537816,0.15711349559892177,0.070654260640089,0.16531375418143135,0.37020971929047497,-0.7526933551966647,-0.8714023731272922
mp-1818,SiF4,3.491269625171922,-0.649018514807327,-0.43054264254507174,-0.5424581706843996,-1.0057314560676542,-1.3265561798406216,-0.8096358979370488
mp-28266,P2Pd,-1.034452882953953,0.48399333379047227,1.1765061433559711,-0.46174733714706795,2.0161140366492503,0.7458228019388811,-0.6517492587692078
mp-684,BaS2,-0.3362697963009253,-0.23050936764239696,-0.1738133419838655,-0.1714987626955101,-0.17842505316244994,-0.30822685832360114,0.16177075876650765
mp-555934,VF2,0.08139330017901078,-0.5311358644988781,-0.3654023722534224,-0.43070470886347895,-0.7531852909702761,-0.28707034896596995,-0.8909314768946797
mp-8560,SF6,2.281916778647928,-0.6500480576047806,-0.42441179357644593,-0.5502188277552968,-0.979605990712753,-1.1565249700740519,-0.6056281329563649
mp-560588,ZnS,-0.024580918330823712,-0.29228193548961917,-0.1086730716922162,-0.3305922326489041,-0.021672261033042657,-0.1170391391994004,-0.8764323541760969
mp-566755,NiF2,1.6772403553859312,-0.493042780993091,-0.36233694776910946,-0.37638010936719796,-0.7357683140670086,0.29242622037945204,-1.0035957888532103
mp-22003,NaN3,1.1847719281931701,-0.5023086661701743,-0.3784304263117523,-0.3740519122459288,-0.7967277332284447,-1.4315595917232546,-1.0924871155049887
mp-23267,BeCl2,2.6247745444150397,-0.6011447747257298,-0.3784304263117523,-0.5230565280071564,-0.7967277332284447,-1.5154664277025278,-0.06542475584660054
mp-927,CuP2,-0.7851017805778717,0.09945909894151458,0.693701787076688,-0.552547024876566,1.3978113565832553,0.05922514981134383,0.28835605664272373
mp-487,MnP4,-1.0531542156321592,0.5287784454797084,0.939702101942799,-0.15442531713953614,1.728733917745337,-0.0776628597434129,-0.2057075073289847
mp-29504,ClF,-0.043282251009029965,-0.4971609521829059,-0.33857990801568444,-0.40664667194369736,-0.6573919180023049,-1.2561943045265738,0.06724892994142488
mp-505366,AuBr,-0.267698243147503,-0.4842916672147346,-0.18684139604219538,-0.5409060392702202,-0.2132590069689849,1.8117392861470036,0.9104302254918434
mp-27455,YCl3,1.7520456860987552,-0.5074563801574429,-0.3554397426794054,-0.40509454052951793,-0.7096428487121074,-1.1311731189174572,1.1870226045435968
mp-7446,Rb2S3,-0.49834801284537816,-0.3648647027101051,-0.27727141832942626,-0.26928304178881574,-0.46580517206636307,-0.8556590296340868,1.5928239709044671
mp-7447,Rb2Se3,-0.9035435542065103,-0.28558990730617007,-0.13472917980887592,-0.2941171444156869,-0.08263168019447902,-0.2451169309763335,1.972915824203391
mp-7449,Cs2Se3,-0.8599071112906961,-0.32110913381832284,-0.18837410828435186,-0.2933410787085972,-0.2132590069689849,-0.05632655002296887,2.4801743114511234
mp-7048,Al2O3,1.45905814080686,-0.2984591922743413,-0.3132901560201029,-0.13269547734102377,-0.5703070334859678,-0.40567865496809963,-0.718281968437584
mp-7029,SiO2,2.113604784544073,-0.5527562632454057,-0.38379491915929986,-0.444673891591094,-0.8141447101317122,-1.2039922658566118,0.17277031626135933
mp-554151,SiO2,2.250747890850918,-0.5681994052072112,-0.39069212424900396,-0.46097127143997824,-0.8402701754866134,-1.2741144073535757,0.2795433405605943
mp-27397,IrBr3,-0.3487373514197294,-0.4775996390312855,-0.16001893180445745,-0.5579794848261941,-0.143591099355915,1.0439917369366554,0.7756804254517126
mp-239,BaS3,-0.46717912504836795,-0.061664348859989844,-0.10024315436035568,0.008548481349306481,0.004453204321858362,-0.2586019581872881,0.41168900649382273
mp-8943,PtF4,-0.46094534748896604,-0.4920132381956373,-0.20906572355346403,-0.5300411193709639,-0.26550993767878733,1.422291700294635,-0.29969708276600315
mp-2604,MgTe2,-0.6230235640334187,-0.00040655241149458913,0.24385074400376838,-0.24755320199030337,0.6924237920009231,0.5878382164807645,1.9802823428237049
mp-8723,AsF5,1.546331026638488,-0.6397526296302436,-0.4159818762445854,-0.5432342363914893,-0.9447720369062181,-0.8388776624382321,0.37014622660022534
mp-28099,SBr,0.06892574506020671,-0.49149846679691045,-0.3017948142039295,-0.4353611031060173,-0.5354730796794328,-1.050502689468813,1.4286912307409543
mp-2068,RhF3,-0.7851017805778717,-0.26293996576218864,0.10437392996753098,-0.5021027539157338,0.4311691384519113,0.6638338364962776,-0.6789463040191905
mp-8262,K2P3,-0.8786084439689021,-0.32419776221068386,-0.18760775216327366,-0.2987735386582253,-0.2132590069689849,-1.3616172505891033,1.3386966140603709
mp-1106,Sr2Si,-1.1030244361073753,0.8947809099744992,0.7373840859781469,0.6022387472729475,1.4587707757446915,-0.4994145774478019,2.4266397303517766
mp-568536,BaI2,0.5800955049311732,0.15351009580783398,-0.2228601337328721,0.4571144600471686,-0.30905237993695583,0.47066831338113674,2.315285885881784
mp-2400,NaS,-0.5544520108799965,-0.33706704717885516,-0.242785392880906,-0.26229845042500816,-0.36130331064675825,-1.3018635966810068,0.15487657174063754
mp-2552,TeO3,-0.6043222313552128,0.009888875563042488,-0.13472917980887592,0.15134457145381627,-0.08263168019447902,1.0842070847524354,-0.7101770524834504
mp-6949,InF3,1.1847719281931701,-0.44671335510767446,-0.3807294946749869,-0.28790861875896917,-0.8054362216800784,0.15481900937344445,-0.3907715627252078
mp-8511,PF5,3.098541638929594,-0.6505628290035075,-0.4251781496975241,-0.5502188277552968,-0.9883144791643867,-1.1389045345184043,0.16987969080649062
mp-22896,LaCl3,0.9541221584952952,-0.23462753883221177,-0.2688415009975657,-0.08147514067310177,-0.4396797067114619,-0.28053760245044085,0.5403166333102832
mp-8289,SnF3,0.3743808454709064,-0.30823984885015154,-0.35620609880048365,-0.10398104617870385,-0.7183513371637411,-0.4571015587325397,0.04105937787964274
mp-23263,LaBr3,0.4990563966589469,-0.21043328309204984,-0.2174956408853245,-0.09699645481489633,-0.29163540303368835,0.4106149922016855,0.9414697789545089
mp-570589,SeBr,-0.37990623921673955,-0.4359031557344106,-0.199103093979447,-0.45553881149035014,-0.2393844723238859,-0.32818469859581373,1.2688140718554801
mp-25469,AlCl3,1.9577603455590222,-0.4853212100121883,-0.33704719577352793,-0.3903492920948131,-0.6486834295506714,-1.1816970208678337,0.3438361895394416
mp-558118,BeF2,3.7219193948697975,-0.5862164041626511,-0.4221127252132112,-0.4563148771974399,-0.9708975022611193,-1.2657237237556485,-0.5499953371393883
mp-1340,Ga2Se3,-0.672893784508635,-0.1414539156626518,0.054560782097446234,-0.26850697608172597,0.3353757654839404,0.34834413321421054,0.9830132076742004
mp-8484,ZnO2,0.006587969466186337,-0.2047707977060544,-0.23512183167012377,-0.07061022077384563,-0.34388633374349076,0.6727039877283718,-0.4579389772600192
mp-871,FeSi,-1.2089986546172098,5.0222179849663915,6.402288532988404,1.0880558799111166,6.178771516530173,1.2817477500293526,-0.8039418921311265
mp-559091,SiO2,2.0699683416282593,-0.5630516912199428,-0.39069212424900396,-0.45321061436908094,-0.8402701754866134,-1.2847226287595266,0.29680508832392893
mp-2030,RuS2,-0.9035435542065103,0.30433811563480134,0.7235896757987388,-0.27393943603135407,1.4326453103897903,1.1254413012908213,0.14890161344223973
mp-20066,CO2,2.811787871197101,-0.6536514573958686,-0.41215009563919425,-0.5680683390183605,-0.9273550600029506,-1.6126185570756717,0.2974373348991817
mp-468,AlF3,3.4164642944590975,-0.503852980366355,-0.40678560279164666,-0.34766567820487815,-0.9099380830996834,-0.6985734459900336,-0.7610490823710048
mp-23297,BrF3,0.025289302144392588,-0.29897396367306817,-0.34624346922646676,-0.10010071764325523,-0.6835173833572064,-0.581883010524573,-0.2571932255088484
mp-1771,NO2,0.35567951279270016,-0.627912887459526,-0.38456127528037815,-0.5572034191191044,-0.8228531985833459,-1.519362102230137,0.19085929373667532
mp-19326,MnO2,-0.6978288947462432,0.13086015426385247,0.22162641649249987,-0.02715054117682095,0.6488813497427546,0.19407542192089014,-0.39435942351700803
mp-556197,FeF3,0.6174981702875855,-0.31750573402723486,-0.35084160595293606,-0.12338268885594703,-0.7009343602604738,-0.46375417215661086,-0.5814551035784591
mp-1880,SbF3,1.446590585688056,-0.27272062233799876,-0.33857990801568444,-0.06828202365257642,-0.6573919180023049,0.02823955395328406,-0.2690938439535925
mp-27871,RhBr3,-0.5357506782017903,-0.4194304709751513,-0.0864487441809476,-0.5447863678056688,0.03057866967675977,0.445196595316,0.6614011328860195
mp-19399,Cr2O3,0.19983507380764937,-0.19190151273788314,-0.07112162175938304,-0.21728663941380397,0.06541262348329434,0.4232010175985764,-0.6495972942903684
mp-23739,SiH4,2.768151428281287,-0.6335753728455213,-0.3853276314014563,-0.5649640761900017,-0.8228531985833459,-2.0615800630190537,1.2237129985783382
mp-1707,BaN6,1.0600963770051297,-0.3710419594948273,-0.32708456619951104,-0.2281515593130602,-0.6138494757441364,-0.6563203607290425,0.7329746079951259
