material_id,formula,cluster,PC1,PC2,PC3,PC4,PC5,PC6
mp-617,PtO2,0,1.5223968495915405,-0.13210366217541397,-2.9555174208337625,0.1602701238416577,1.3269721491787794,-0.14340464733192315
mp-1022,K2S,2,-1.0479151599118972,0.14658510432366065,0.20403151187360258,-0.8784959696574798,-0.9536452001278928,-0.0010087486772287087
mp-422,BeS,2,-0.7198908010417728,0.14128203481122356,-0.5844432140994305,-1.935573287229709,-0.3383484701412971,-0.35655637816531544
mp-23205,MgI2,2,-0.8059178200561372,0.30232466501324134,-0.30980953594775806,-0.6156044713117754,0.4520593990916398,-0.06526199872643608
mp-22867,RbBr,2,-1.355460925675928,0.8912692069164112,-0.12444271761169999,-0.7187828102601969,0.2274536750308504,0.03100978517335687
mp-22877,VCl2,0,-0.15592273101628498,-0.6662036847691533,-0.8086355909190164,-1.2981417597579203,-0.8679884641548002,-0.2838936197490908
mp-648,Na2S,2,-1.0153910086499192,0.3537006684117563,-0.0072823719301502035,-1.0713938491646702,-0.9697151355790592,-0.03910718617035272
mp-570259,MgCl2,2,-1.8878100102559028,1.0019770702579207,0.21989530100053722,-1.5710743893108894,0.5638697119955239,-0.16769284161024048
mp-762,PtS2,0,1.1724800357879845,-0.7643463989333531,-1.840814082389693,-1.0271589610966019,0.5918614762606377,-0.35017556525029286
mp-1105,BaO2,2,-0.23462621496455657,1.6413181574715094,-0.8160225412119032,0.807673587080064,-0.3214973009582238,0.20691462264110524
mp-2352,Na2O,2,-0.8183022434756614,0.6060353199939007,-0.3404820161568952,-0.7294144339604459,-1.2284661887220927,0.06966668077201073
mp-1115,PtSe2,0,2.1307534458427484,-0.7974309210597835,-2.243186158490857,-0.5842306624887069,0.8796110577888838,-0.21504973801969374
mp-1569,Be2C,2,-0.19475057702896004,0.6653964283385758,-0.42878113183380867,-0.8567286220024732,-1.521298451169569,-0.02496193514293802
mp-28306,MnBr2,2,-0.35549225414995417,0.31114740468280466,-0.534963913125454,-0.061483195158239495,-0.6952855503214134,0.12897656679134573
mp-2286,Li2Se,2,-0.8080145491219545,0.4880877802172654,-0.41108299745247534,-1.1217674448323454,-0.3897123711904962,-0.1097248068469808
mp-23209,SrCl2,2,-1.6974472972554622,1.4509008912310213,0.2140227045870814,-0.7023990658195319,0.5478549513109288,0.05197529759723921
mp-1285,PtO2,0,3.402625810719788,-0.42669172290488533,-3.197048776359358,0.29511362365669935,1.9210707687698318,-0.004580021673339105
mp-241,CdF2,2,-0.3885242107856667,1.409215020905224,-1.3079770516248073,0.5165041771154882,0.2808884148680636,0.26111950211124224
mp-2251,Li3N,2,-0.45381237307570155,0.05752310239742866,-0.10783169091761512,-1.3062368777827322,-1.8049197074915126,-0.09856927194889863
mp-984,BN,2,-1.273936498786051,0.17382853733035236,-0.34400523468162647,-2.3225842168830804,0.21875427703405623,-0.48592349158029946
mp-1266,Na2Se,2,-0.659697273350726,0.16762022496999351,-0.255745438206481,-0.8181432907546918,-0.8500157886607774,-0.030259491142220207
mp-570538,NaN3,2,-1.5982080158584953,0.8555907493655629,0.09799301601519489,-1.2477710626360574,-0.39704791438640485,-0.03190129114778306
mp-2659,LiN3,2,-1.5857628261767946,1.485051535421092,0.2665271503397591,-0.7560710651618386,-0.7870321230821554,0.11372268486927034
mp-8062,SiC,0,0.05066936600793289,0.039734917562075804,-0.955383389053266,-1.2897767034098138,-0.9517941265315978,-0.18984891156071765
mp-1778,BeO,2,-2.058612006729447,1.9546672157382539,-0.18505420502465572,-1.6284584513469638,1.1446932818450504,-0.1502290697908113
mp-13150,BN,2,-1.2143435876433906,0.29635900255931846,-0.5214491278319127,-2.3728904612336037,0.13847867102434103,-0.4847820063193595
mp-830,GaN,0,0.454663195710443,0.5529397216031803,-1.7047735899255174,-0.13224728831024102,-0.10731838705022588,0.01676239576868662
mp-1479,BP,0,0.49685547719188716,-0.9390082058243543,-1.2079082136543435,-2.287162350138428,-0.6873483312034616,-0.550074068089959
mp-22925,AgI,0,0.3912771744647287,-0.2771874801387071,-1.4478086719353642,-0.40375061455344285,-0.08348368370823334,-0.11231491163789487
mp-2646,Mg3Sb2,0,1.1967908225478578,0.33570815955652245,0.21472903102568724,0.138330016207904,-1.071754835616693,-0.0626011621953412
mp-13033,MgTe,0,-0.2111606824038976,-0.10000509546231305,-0.7924628403566626,-1.1187355519146456,-0.19953765403212834,-0.2150304102888109
mp-760,FeSe2,0,2.8570455159706123,0.1450353180611546,-0.9911492551231977,-0.18577682951404043,0.3177212617087714,0.03863532117938849
mp-1522,FeS2,0,1.767823646397264,-0.10486487736271449,-0.6693429518364034,-1.0086148725651638,-0.21463785311275116,-0.09897136895790572
mp-12779,CdTe,0,1.0013360042313102,-0.8480655095384058,-0.9794968618892194,-0.12115285656358615,-0.05920356393740508,-0.0819347531342444
mp-559798,NiF2,2,-1.1247137641557583,1.0410798066886193,-0.7316196996495415,-0.6281354654783329,0.9932663267076255,-0.022048110773226146
mp-7991,BN,2,-1.2077942489460805,0.07500345384851638,-0.3556961036920309,-2.280084767126432,0.05778780837748223,-0.47706517706122437
mp-1602,SiS2,1,-0.9797250693522462,-1.0926749022453932,0.514547126206337,-1.5359822835727421,-0.03445073617755445,-0.3963772863705549
mp-22903,RbI,2,-1.1293728432819234,0.5682941116693383,-0.16467701242165847,-0.6400745772542529,0.21888942492004781,0.0035258160948248613
mp-2815,MoS2,0,0.7599532010162217,-1.4514729709493472,-0.8494777098143382,-1.4394962462008025,0.0013317320091403495,-0.4420584627405573
mp-1153,Li2S,2,-1.2688190002583748,0.6525071386685113,0.001595782717082974,-1.490247472471909,-0.651882445946221,-0.13004732423541215
mp-23295,RbCl,2,-1.68950141878022,1.1639235112369155,0.06394518542039584,-0.9581188567375425,0.29288467931919165,0.016520124012687532
mp-1415,CaSe,2,-0.3023263728036335,0.7348036485362031,-0.5914276642886649,-0.42618627267471065,-0.6191096722227653,0.03031198635311043
mp-827,KN3,2,-1.6572994416859035,0.6320266180508778,0.6662638736726095,-0.7455313680130834,-0.052890611104988265,0.05236756781354196
mp-2341,Li3N,2,-0.5592999360174509,0.43179368542895896,0.1478834003674053,-0.7210700959838452,-1.6597414953635434,0.02861145916872397
mp-23268,NaI,2,-1.011125157907141,1.0141158780048656,-0.338499294221033,-0.4724619490165636,-0.029840371718014017,0.07325644389103987
mp-2469,CdS,0,0.3276066404762706,0.0857855364909701,-1.178827865023226,-0.41261781206705356,-0.6414645846580893,-0.02702475525408878
mp-1087,SrS,2,-0.5867415693264083,0.9600167183362736,-0.4396876001329429,-0.34734029389211907,-0.547308668317132,0.07315832158924299
mp-1986,ZnO,0,0.5770420254681987,0.38891706684828836,-1.6091771326715851,-0.008687764808315929,-0.7177695426418128,0.07071108633769903
mp-2667,CsAu,0,0.5897677043018066,0.271917896278814,-1.5379136937099687,0.6401733534417956,-0.05392203007950143,0.16513090022303029
mp-2691,CdSe,0,0.9524751425698733,-0.2638982728576698,-1.4387870267408853,-0.4174357124330695,-0.49040002263428834,-0.08081605196595487
mp-23210,MgCl2,2,-1.9127601012862805,0.9822078662234912,0.24408044868730802,-1.6009416777370797,0.5821317762334929,-0.17649433491657582
mp-13031,MgSe,2,-0.49988127318085757,0.1320861574714248,-0.6840720511859669,-1.2148019837386042,-0.36018287215124234,-0.18963045652321425
mp-22916,NaBr,2,-1.334285271780083,1.2180253761921809,-0.23866038250024085,-0.7340698458220103,0.01281995715482118,0.05597094643808901
mp-1519,CaTe,0,0.09237611342780293,0.41495987933469214,-0.7817265180646338,-0.30494920497370764,-0.5736233481817613,0.01638541504365382
mp-8041,Rb2S,2,-0.7078947762371854,0.04029882522584132,-0.06299403412026157,-0.4125044550299773,-0.7335983660367607,0.061705240704937346
mp-22904,CaCl2,2,-1.9260776640910438,0.7770070921107985,1.0138830597435895,-0.7235583832663722,0.6458989661008699,0.02382136708120966
mp-23714,SrH2,2,-0.9109339562752752,0.5588884564318424,0.5708669517795973,0.19413175603241387,-0.0005432751473973581,0.14147442521107598
mp-23713,CaH2,2,-1.1281459947610233,0.5217293556922409,0.7112785096985843,-0.5073354158652366,-0.5533121245279939,0.04682985959220533
mp-510557,CsN3,2,-1.411978059100824,0.5637004056733264,0.6088841758633243,-0.09468908129641969,0.4769769724801558,0.14096418065876698
mp-841,Li2O2,2,-0.9377136069553955,0.7701921015395299,-0.023373118573168733,-0.4161539541562828,-1.2377119013504772,0.15212231677051682
mp-568619,SiC,0,-0.04713566143384846,-0.3500284811252159,-0.3699204809678878,-0.9852202944226489,-0.503552059873316,-0.17016933540408016
mp-23711,MgH2,2,-1.4635529953901174,0.8016629568221423,0.8066920228341213,-0.81197166411607,-0.5406725900661539,0.019361567102122418
mp-743,RbN3,2,-1.489686636885701,0.5523831040318007,0.5409587434615681,-0.4481617904498515,0.2559906801373888,0.08231162685174287
mp-29145,H3N,2,-1.6324341350093736,-0.4020039502030919,0.5699462199142484,-2.090647903805115,0.044027534556669294,-0.43820960207075016
mp-32780,AuCl,0,0.8371613986683483,-1.7844085774062188,-1.2565245253712969,-0.10412353905758442,1.4310939579891733,-0.37471352183284223
mp-736,Li3P,1,-0.2289570047146098,-0.5151513087992206,0.2566045839772113,-1.0147209093541576,-1.58407629260257,-0.09471079879732827
mp-23715,BaH2,2,-0.6212222185770923,0.16871261930881332,0.5328000080333462,0.5941735039359717,0.31500294378807314,0.1778081757147971
mp-24972,Fe2O3,0,0.1989536298116355,0.9266025973890842,-0.4420041701012058,0.7002202007253508,-0.4394606490029183,0.12137200776033688
mp-23189,BI3,1,-0.3743836524739775,-2.941557635850859,1.2418480858756011,-0.451566478102807,1.2065406858433378,-0.47389846404809777
mp-23214,CaCl2,2,-1.931671976631364,0.7922124799779909,1.0044121401104806,-0.7350853080070298,0.6660743225422914,0.020680806464415315
mp-29443,PI2,1,-0.0987621686388695,-2.1368982717300122,0.31410381211694616,-0.7251009599627134,0.445685353547059,-0.4015651092175134
mp-22909,ZnCl2,2,-1.2541729486868745,0.02985954783693848,0.35745632699385244,-0.8284406408538848,0.429350781096867,-0.1000181470059789
mp-352,HfO2,0,0.49070851773607893,1.656297352604548,-1.5662802390192079,2.0345472478150946,2.3370191778727825,0.2354355487275173
mp-19128,CoO,0,0.4861437528445234,0.06653616653746931,-1.4283822017197954,-0.16153610401040397,-0.6540593031197756,0.019839260233316742
mp-29266,CsS,1,-0.5604313705269703,-0.4385658128847168,0.12030934498031443,-0.10994052085964777,-0.5311679161037398,0.0737584805811367
mp-9252,HgS,0,0.6985545481372705,-0.09248760550728159,-1.0736448867967017,0.8528250196819266,0.7379695604480361,0.12087159520674427
mp-224,WS2,0,1.250771038462322,-1.2938678325605204,-1.7243343078412083,-0.8336030009920459,0.9723551844392179,-0.40851673184297077
mp-7140,SiC,2,-0.20342030809186204,0.15918066115931118,-0.7020192937254724,-1.3564147017956258,-0.4664028307224051,-0.2168634556355946
mp-1821,WSe2,0,1.634898478391649,-1.3295579245945224,-1.996802248191796,-0.3572973557869772,1.4029643776051455,-0.33385948500260393
mp-568018,RbSb2,1,0.8086829553728282,-1.4495957711746306,0.14687988903705365,0.21605712975643304,-0.2975918202402843,-0.009807783925349908
mp-2793,AuSe,0,2.0544410346898703,-1.2641727321606218,-2.3918656157996483,-0.07867121593219521,0.833505419778938,-0.2266980691173865
mp-22917,CuBr,0,0.22071579027383578,0.39768440037926533,-0.931760227592164,0.5036307243371241,-0.5708896004660942,0.19026970882714994
mp-471,CdAs2,0,1.6024907289412647,-0.6186523904559964,-0.5868807430906066,0.03559076489903504,-0.23827960760194045,0.0011297166375570243
mp-9254,Al2Te5,1,0.5041149879484029,-0.5898352146085347,0.5157980274617037,0.7348468374898225,-0.12565398272214978,0.10015189852798421
mp-558071,RbS,2,-0.6808727786964416,-0.40673669237860177,0.11875305630899725,-0.43398454504074224,-0.7691461663818013,0.022545850737105647
mp-602,Te2Mo,0,1.794418841782269,-1.3091556257808912,-1.343897274812434,-0.3693273462084477,0.92565208522008,-0.20265405822419172
mp-556520,CoF2,2,-0.7500371953834367,0.8198002181200111,-0.735793406902501,-0.16091117982398434,0.06894010802707252,0.1265799958472226
mp-8882,GaP,0,0.65651762410712,-0.6628546800264674,-0.8985959739769281,-1.2706405220869965,-0.30389554101387656,-0.28053790528389305
mp-8884,ZnTe,0,0.8534743467632374,-0.6891011448672112,-1.1389158035916382,-0.4289545587443835,0.08341892107868837,-0.150603352262967
mp-22888,CaBr2,2,-1.3797108148085695,0.3973359567275519,0.7329359668735737,-0.18383620575538986,0.770218154331109,0.07128428130074659
mp-1634,MoSe2,0,1.1054132340816114,-1.183627892882001,-1.1281766325889868,-0.7519997371018621,0.6072632226964986,-0.2937686459857267
mp-556911,FeF2,2,-0.9501713629178593,0.9832502981515137,-0.49723090099637385,-0.12388751516776109,-0.028924625785286533,0.17262213368919108
mp-1873,ZnF2,2,-0.8886616502365831,1.2647958615811414,-0.6126881124312848,0.14124436595286263,0.21341123628543124,0.21606693854580625
mp-8880,AlP,0,-0.12179355783260694,-0.5143113534901999,-0.28899732428685143,-1.7121201336458411,-0.6270106340038184,-0.330808780954818
mp-380,ZnSe,0,0.5584324354937088,-0.3798372689189767,-1.139477360774928,-0.41672475771022605,-0.1567721110148401,-0.10587045003724227
mp-28248,CdI2,1,-0.20469342999650966,-0.2867823370876236,0.19055137388417187,0.7803313980462606,0.5338508566833261,0.1692095747747692
mp-8881,AlAs,0,0.3842937068349858,-0.6689981216316144,-0.6767105291337797,-1.3861687118179824,-0.23867091240803262,-0.31009618671369416
mp-1591,Al4C3,2,-0.013004196775559003,0.47234232220955563,-0.08133840002268275,-0.4644080435436864,-1.1059987037668053,-0.012215523917489273
mp-1818,SiF4,2,-2.3253334643687134,0.6267240500237597,0.23211858974438354,-2.6542031056701005,1.8222931239567077,-0.6105994953982656
mp-28266,P2Pd,0,2.1937927547079683,-0.8438064385998385,-0.974660690255084,-1.209946059904,0.05670538009701871,-0.1346202695035418
mp-684,BaS2,1,-0.2228909597886124,-0.2765915149515041,0.10698747757694906,0.1489227343379384,-0.4072836450364153,0.0960395236010939
mp-555934,VF2,2,-0.5721933841542475,0.11181857247751759,-0.7335534674647883,-0.5853963794931824,-0.3559983626394122,-0.024114718523586515
mp-8560,SF6,2,-1.6694279454079803,-0.055716823304258783,-0.00225073645772141,-2.2402965761879625,1.147159200840004,-0.5695754328551359
mp-560588,ZnS,0,-0.08403690067462463,-0.0400598799764627,-0.7722028515108401,-0.7847611438343254,-0.21455775488595635,-0.13071773280263696
mp-566755,NiF2,2,-1.1201414241177572,1.040388689125003,-0.7407140306113406,-0.6314203639325006,1.0055130708636573,-0.024618227573705926
mp-22003,NaN3,2,-1.6099910754576983,0.8413000877109932,0.08971666463243076,-1.292901129474816,-0.3472010704350285,-0.04832377849395871
mp-23267,BeCl2,2,-1.969890082610397,-0.08455719904634483,0.6839688645538164,-2.1553754802442135,1.3210536034251212,-0.512037160017028
mp-927,CuP2,0,1.3972858209552492,-1.6759363178895743,-0.2844988134169896,-1.1831227977667431,0.16749862003476151,-0.2825290285983679
mp-487,MnP4,0,1.5790252662981052,-0.7239243770893379,-0.11780970460309866,-0.8810535579201485,-0.47052170898862716,-0.0933647818845848
mp-29504,ClF,1,-0.8611235321038945,-0.5197966422871736,0.4041075381714659,-0.604768373705019,-0.6689264916305081,-0.025166983122490667
mp-505366,AuBr,0,0.9388334256317413,-1.8267571539694256,-1.147354032655215,0.30130767954227633,1.5138426691707993,-0.27196687921422347
mp-27455,YCl3,2,-1.6466199022308436,-0.4109554784381232,1.3770933650571937,-0.535664131763209,1.0405353339658232,-0.07341654379549184
mp-7446,Rb2S3,1,-0.5054115016041857,-1.2171461238240209,1.20984368846855,0.6157543139392211,-0.38896205408204537,0.1780586339723917
mp-7447,Rb2Se3,1,0.18348383890929681,-1.8445738321295155,0.9672936794546244,0.8065602634176742,-0.07620420897224982,0.10057908786283237
mp-7449,Cs2Se3,1,0.14503798280430197,-2.0209464190318966,1.1974398708791743,1.2223358930605248,0.17473430026830564,0.17142428382513505
mp-7048,Al2O3,2,-1.3298395659253548,1.220153626314991,0.01970404012182977,-0.4085047981924292,0.40520155067939667,0.08498437734450595
mp-7029,SiO2,2,-1.8428250722675923,0.1954617424900127,0.7973761554155151,-1.1864435120126828,0.9683107633040589,-0.17464234939879747
mp-554151,SiO2,2,-1.9164695833373737,0.11397088941632645,0.8973920234043844,-1.2737485633555248,1.0878962721304473,-0.21144045049133064
mp-27397,IrBr3,0,0.7518008432887792,-1.9583662965970081,-0.858143215480081,-0.2425277385554081,1.0479459484063536,-0.36765641633645957
mp-239,BaS3,1,-0.07455684759052889,-0.24918225665869004,0.3468186971466792,0.43818803556299624,-0.4456830154921713,0.1306580749582903
mp-8943,PtF4,0,0.8208038725589237,-1.1670756049932496,-1.6987812240732938,-0.26583126461372936,0.7392541158593404,-0.2908015043377357
mp-2604,MgTe2,1,0.8828944917510533,-1.839811309049276,0.6480995417216484,0.6948306408702772,0.748781025982355,0.007221928750210607
mp-8723,AsF5,2,-1.2402397363786026,-0.7870706884171703,0.32774420167715435,-1.3746305372721315,1.0684263634264801,-0.42418018414671815
mp-28099,SBr,1,-0.7076378088609081,-1.4557982224994739,1.0842815818698035,-0.18778794646801505,0.05524801000038059,-0.07400695497428243
mp-2068,RhF3,0,1.0001608176774281,-1.0674203273580747,-1.4287923733664831,-0.8741879598426769,0.029422869586221284,-0.30572048612932673
mp-8262,K2P3,1,-0.34213010421592344,-1.50241013492095,1.1974593471922228,0.07162564467369913,-0.9034768954218929,0.04951967272069221
mp-1106,Sr2Si,1,1.1944902439728724,-1.393054050474009,2.116630730986387,0.8969625215746633,-0.22493147058870605,0.03335104424261272
mp-568536,BaI2,1,-0.45616811047221323,-0.23871010403231407,1.584305102192502,1.917153076183875,1.0777750371816837,0.25987816432343397
mp-2400,NaS,1,-0.5876088783589096,-0.5180171519659613,0.5414785797024125,-0.29332127723218565,-1.098633602057378,0.06405365928862804
mp-2552,TeO3,0,0.4308465116987254,0.6633073206075837,-1.0280549851333074,0.8719615950776132,-0.2631914038339686,0.20884542442441253
mp-6949,InF3,2,-1.0820377113429402,0.8441461622972175,-0.23449715924708497,0.04780616748072684,0.6337908700187953,0.1669215861032428
mp-8511,PF5,2,-2.024311873611855,-0.18309635672875196,0.621718774409712,-2.1407336008093987,1.9995312601323074,-0.5953566511321993
mp-22896,LaCl3,2,-0.9840068594225841,0.3244569258905258,0.6659687887833777,0.3041560224933878,0.5243487851160288,0.14694567555180907
mp-8289,SnF3,2,-0.9724358141924927,0.5402580845590745,0.3732777925231188,0.4065100840326343,-0.24406037944307926,0.26372172213469475
mp-23263,LaBr3,1,-0.41829372126398445,-0.13799944114578874,0.4221418472590857,0.8081185926639346,0.7532936793834392,0.17730937892934764
mp-570589,SeBr,1,-0.014820896912982766,-1.7477292630046823,0.4352439984182018,-0.09733911964065764,0.1990181259120243,-0.14564963996459768
mp-25469,AlCl3,2,-1.7314372825640818,0.14050939662057663,0.9261428322266535,-1.003248037133254,0.8993639065266171,-0.13301999453479849
mp-558118,BeF2,2,-2.6649300531572466,1.2991094808064967,0.6945755122199747,-1.8948434994664414,1.8293823934320053,-0.26497290891784575
mp-1340,Ga2Se3,1,0.5766732565491571,-1.2692037208322495,0.09278838297733949,0.34445508876040803,0.19501712114125344,-0.004487198861836901
mp-8484,ZnO2,0,-0.13937477741751159,0.5593076263396829,-0.6617930099295074,0.5577935778488627,0.05795601141867446,0.1946095842169307
mp-871,FeSi,3,7.643825118756138,2.162254540555885,1.8904071442910642,-2.191238483272176,0.5151641812765327,0.5764151651448486
mp-559091,SiO2,2,-1.8571116023960788,0.08223022936206964,0.8999277291443206,-1.1725333301315048,0.9379141363803508,-0.17701522779822237
mp-2030,RuS2,0,1.770515118665304,-0.9783162062786238,-0.7110287075537834,-0.19545048900893994,0.41662305771000446,-0.0657738062020249
mp-20066,CO2,2,-1.94282273321701,-0.7057942074998144,0.7974409888107433,-2.5373487691871075,1.697018123600845,-0.7522583847202226
mp-468,AlF3,2,-2.4174299880887546,1.7487309162068567,0.36693881869630723,-1.2557081986787313,1.7012101050594026,-0.06404022895639076
mp-23297,BrF3,2,-0.845354366363483,0.5480375709233738,0.189285441346377,0.2942491096932403,-0.6510148119249378,0.25716347137875994
mp-1771,NO2,1,-0.8405506647707134,-1.437924943581564,0.28945459931655293,-1.6928046974820379,-0.12021694343165663,-0.5114608683211936
mp-19326,MnO2,0,0.6698273432626178,-0.15996937707585154,-0.45418030783275565,-0.1496749367296596,-0.4211457301743309,-0.014848713406765088
mp-556197,FeF3,2,-1.0655214935502955,0.9351606413499908,0.013920049618224042,0.013449579229124476,-0.25056163240301815,0.20554734868246052
mp-1880,SbF3,2,-1.2259048345932897,1.15975085466321,0.11989611295625206,0.16921172409046753,0.7086487500680418,0.18035654652925878
mp-27871,RhBr3,0,0.6572668700362739,-1.9309960414419742,-0.5724027350308234,-0.5092445029564051,0.539805455334861,-0.3555223171148606
mp-19399,Cr2O3,0,0.011795882475029945,0.20487207741463598,-0.7645192234993916,-0.2982561207911217,0.23654697845376854,-0.039529769875531556
mp-23739,SiH4,1,-2.0710683162469206,-1.2640269455121507,1.632841984309196,-2.3487100110712245,1.7189591671443643,-0.7288134431851488
mp-1707,BaN6,2,-1.244297474426332,0.0833948894421287,0.9160756283000234,0.10419966164704712,0.4882682203487404,0.13397096437932632
mp-504769,N2O5,1,-0.2643846034406704,-1.4961545381960026,0.06402257390888666,-0.9321577427030399,-1.071749549453982,-0.24080714049576757
mp-1317,CoSb3,3,7.078448947156286,-0.20647749739179014,2.721139589574226,-0.6017956623534784,1.8615716291964308,0.8412818045519747
mp-28395,B6P,0,-0.07245823944811158,-1.2090044062651866,-0.34068427090079106,-2.0667496072747213,0.04027035466671072,-0.5665614345346415
mp-624,B6As,0,0.09851252789271205,-1.1229213251819592,-0.568749777599678,-1.7436729146607983,0.4410395732493198,-0.5200581490470354
mp-988,Si3N4,2,-1.1193700762410987,0.3477634382120745,0.2732120833314247,-0.7681761400476919,0.5665219352173023,-0.08572911815606171
mp-18759,Mn3O4,0,0.3594657045326358,-0.3021212942569915,-0.342077373141988,0.4696528786484222,-0.5530021899153768,0.13043148702014878
mp-25620,V2O5,2,-0.597321000694417,0.1791326659211945,0.6823444542355032,0.3016109414815624,-0.4447721465376032,0.14079712558744512
mp-23237,BiF3,2,0.09235435236173274,2.1008589011199676,0.4896640928844006,2.201285798936499,1.9297450958787092,-0.3844533749827938
mp-1346,B6O,0,-0.0942654292074732,-1.1018994306010998,-0.5326673362557254,-1.8014798157875287,-0.39717513807252075,-0.48362218441760596
mp-1582,As2O3,1,-0.9995514105709723,-1.0246781108263614,1.394635092774916,0.3326711770408721,1.3448433803094766,0.018223802990017614
mp-28027,AsF3,2,-1.7398400590349419,0.03424423441874999,1.3207355058097916,-0.03734427532797851,1.3628425277455447,0.08233946929767336
mp-306,B2O3,2,-1.9634613968004062,0.5713256261502331,0.6148192192000306,-1.4961331889977096,1.2858654397790712,-0.24407372303681635
mp-730,P2Pt,0,2.5940928312211944,-0.9019462627096041,-1.5269840971569077,0.40578896439084694,1.6335992011531446,0.00486910578913863
mp-23291,PbCl2,1,-0.19873163080676204,0.952440852540245,1.557272363270413,2.0252217207956087,1.2654349051152836,-0.16024881507136637
mp-554089,SiO2,2,-1.8672457531019782,0.21469622965909654,0.7813544242659257,-1.2447448547539735,1.049150312039595,-0.19478408102250233
mp-409,NaS,1,-0.532391843851418,-1.169743355444751,1.0895393613665219,0.19599738660576094,-0.964401713447369,0.12674208242293972
mp-7440,NaP,1,-0.06482353521108641,-1.4891070335818488,1.746517108180465,0.3374517678959859,-0.6306255757168804,0.06054429895508823
mp-7457,SnF2,2,-0.7689194977835709,0.7194798401295082,0.70377718852031,1.1145858912950168,0.4516863862550226,0.24297196590245837
mp-2858,ZrO2,2,-0.2870493298907981,1.3596334453632057,-0.055267121829599364,0.8764586036733555,0.6740769355663373,0.07329834099184261
mp-2632,TlF3,0,0.6693808757960906,0.45859279716525264,-0.8020864701692413,2.384038600394245,0.67643361974858,0.40342254289787494
mp-27488,Ta3N5,0,2.2276094925096546,1.359648359797998,-0.6360950187922841,2.8228549925456945,1.1870717708969873,-0.2639397720290283
mp-570553,FeP4,1,1.5001820824659675,-1.6337336848495652,0.7725658608464291,-0.4187496485741441,0.23641410774926677,-0.07214053009766903
